Channel 1,Channel 2,Channel 3,Channel 4
9890,-45,-41,0
9860,-45,-41,0
9850,-45,-42,0
9887,-46,-42,0
9890,-46,-42,0
9874,-46,-43,0
9900,-46,-43,0
9885,-49,-44,0
9885,-49,-44,0
9909,-49,-45,0
9908,-51,-46,0
9888,-51,-46,0
9881,-51,-47,0
9857,-49,-47,0
9878,-49,-47,0
9905,-49,-48,0
9900,-51,-48,0
9888,-52,-48,0
9900,-52,-49,0
9903,-52,-49,0
9897,-61,-50,0
9913,-61,-51,0
9910,-64,-52,0
9906,-64,-53,0
9903,-64,-54,0
9870,-64,-55,0
9874,-64,-56,0
9890,-64,-57,0
9909,-64,-58,0
9908,-67,-59,0
9896,-64,-60,0
9922,-67,-61,0
9902,-67,-62,0
9910,-67,-63,0
9906,-70,-64,0
9910,-70,-65,0
9891,-70,-66,0
9883,-67,-66,0
9887,-66,-66,0
9885,-60,-66,0
9910,-66,-66,0
9909,-70,-66,0
9898,-70,-67,0
9894,-66,-67,0
9914,-66,-67,0
9930,-70,-67,0
9919,-70,-67,0
9912,-73,-68,0
9920,-73,-68,0
9870,-73,-68,0
9887,-62,-68,0
9895,-62,-67,0
9907,-71,-67,0
9906,-71,-68,0
9913,-73,-69,0
9913,-73,-69,0
9908,-72,-69,0
9920,-76,-70,0
9907,-76,-70,0
9918,-76,-71,0
9929,-76,-71,0
9906,-72,-71,0
9894,-71,-71,0
9887,-71,-71,0
9897,-71,-71,0
9931,-71,-72,0
9902,-71,-72,0
9920,-72,-72,0
9910,-74,-73,0
9911,-74,-73,0
9919,-74,-73,0
9909,-74,-73,0
9928,-74,-73,0
9903,-74,-73,0
9879,-73,-72,0
9881,-70,-72,0
9906,-70,-72,0
9913,-73,-72,0
9917,-74,-72,0
9921,-75,-72,0
9916,-75,-73,0
9921,-77,-73,0
9916,-77,-73,0
9916,-80,-74,0
9922,-80,-74,0
9927,-80,-75,0
9905,-80,-75,0
9912,-80,-75,0
9899,-80,-76,0
9924,-80,-76,0
9916,-80,-77,0
9905,-80,-78,0
9920,-80,-78,0
9921,-80,-78,0
9924,-80,-79,0
9916,-80,-79,0
9918,-80,-79,0
9930,-82,-80,0
9907,-82,-80,0
9900,-80,-80,0
9895,-80,-80,0
9920,-80,-80,0
9906,-80,-80,0
9905,-80,-80,0
9911,-80,-80,0
9899,-75,-79,0
9898,-75,-79,0
9888,-71,-79,0
9866,-70,-78,0
9848,-69,-77,0
9842,-64,-76,0
9804,-63,-75,0
9752,-62,-74,0
9778,-59,-72,0
9777,-52,-70,0
9763,-30,-67,0
9752,-12,-62,0
9759,-6,-57,0
9758,32,-50,0
9771,58,-41,0
9777,59,-32,0
9771,59,-23,0
9774,62,-14,0
9758,65,-5,0
9753,65,3,0
9770,66,12,0
9816,66,20,0
9787,65,29,0
9818,65,37,0
9826,65,45,0
9834,65,51,0
9831,62,56,0
9851,59,60,0
9854,49,62,1
9846,20,59,0
9835,18,56,0
9836,10,53,0
9840,5,49,0
9873,2,45,0
9861,1,41,0
9839,0,36,0
9848,-3,32,0
9879,-4,27,0
9864,-10,22,0
9860,-12,17,0
9866,-15,12,0
9865,-18,6,0
9866,-24,1,0
9840,-24,-3,0
9830,-24,-6,0
9878,-25,-9,0
9871,-28,-11,0
9859,-28,-14,0
9868,-28,-16,0
9882,-29,-18,0
9853,-29,-20,0
9858,-29,-21,0
9871,-29,-23,0
9865,-29,-24,0
9869,-30,-25,0
9849,-29,-26,0
9855,-29,-27,0
9870,-29,-27,0
9884,-32,-28,0
9868,-32,-29,0
9864,-32,-29,0
9881,-32,-29,0
9884,-32,-30,0
9851,-32,-30,0
9866,-30,-30,0
9862,-30,-30,0
9872,-32,-30,0
9868,-32,-30,0
9854,-32,-31,0
9862,-30,-31,0
9865,-30,-31,0
9857,-30,-31,0
9856,-29,-31,0
9894,-29,-30,0
9873,-29,-30,0
9871,-30,-30,0
9874,-30,-30,0
9881,-30,-30,0
9871,-32,-30,0
9869,-33,-30,0
9848,-33,-30,0
9844,-32,-30,0
9887,-33,-30,0
9875,-35,-31,0
9872,-35,-31,0
9858,-35,-31,0
9883,-36,-32,0
9876,-37,-32,0
9883,-37,-33,0
9891,-38,-33,0
9869,-38,-34,0
9881,-39,-34,0
9878,-39,-35,0
9859,-39,-35,0
9871,-39,-36,0
9887,-40,-36,0
9884,-42,-37,0
9880,-42,-38,0
9898,-44,-38,0
9876,-44,-39,0
9895,-45,-39,0
9891,-45,-40,0
9895,-47,-41,0
9889,-48,-41,0
9876,-45,-42,0
9861,-45,-42,0
9866,-44,-43,0
9900,-48,-43,0
9905,-51,-44,0
9893,-53,-45,0
9894,-55,-46,0
9900,-57,-47,0
9905,-58,-48,0
9909,-58,-49,0
9896,-59,-50,0
9921,-59,-51,0
9872,-59,-52,0
9867,-58,-53,0
9869,-58,-53,0
9897,-60,-54,0
9919,-61,-55,0
9884,-61,-57,0
9895,-60,-57,0
9900,-60,-58,0
9897,-61,-58,0
9902,-61,-59,0
9896,-61,-59,0
9904,-61,-59,0
9910,-61,-60,0
9872,-61,-60,0
9874,-60,-60,0
9864,-60,-60,0
9897,-61,-60,0
9903,-61,-60,0
9901,-61,-60,0
9922,-61,-60,0
9909,-64,-60,0
9916,-65,-61,0
9912,-66,-61,0
9916,-67,-62,0
9906,-68,-62,0
9907,-70,-63,0
9884,-70,-63,0
9881,-67,-64,0
9923,-70,-64,0
9903,-70,-65,0
9894,-70,-66,0
9923,-71,-66,0
9921,-73,-67,0
9911,-75,-68,0
9914,-75,-69,0
9926,-76,-70,0
9908,-75,-70,0
9907,-72,-71,0
9892,-71,-71,0
9875,-71,-71,0
9911,-72,-71,0
9914,-75,-72,0
9899,-75,-72,0
9911,-75,-73,0
9926,-75,-73,0
9924,-75,-73,0
9916,-75,-74,0
9927,-75,-74,0
9922,-78,-74,0
9906,-75,-74,0
9885,-75,-74,0
9889,-75,-74,0
9910,-75,-74,0
9909,-75,-74,0
9907,-75,-75,0
9909,-74,-75,0
9905,-73,-75,0
9907,-73,-74,0
9915,-73,-74,0
9934,-73,-74,0
9918,-73,-74,0
9901,-73,-74,0
9875,-71,-74,0
9827,-71,-73,0
9845,-71,-73,0
9851,-71,-73,0
9814,-71,-72,0
9796,-69,-72,0
9799,-65,-71,0
9795,-39,-69,0
9786,-15,-65,0
9788,-9,-61,0
9776,9,-55,0
9780,22,-49,0
9756,37,-42,0
9758,40,-34,0
9782,41,-26,0
9771,48,-18,0
9780,50,-10,0
9807,50,-2,0
9790,50,5,0
9804,50,13,0
9816,50,21,0
9834,50,28,0
9834,50,34,0
9846,48,39,0
9822,46,42,0
9801,35,44,0
9843,32,45,1
9852,29,44,0
9855,20,43,0
9849,14,41,0
9872,2,38,0
9867,2,35,0
9851,-7,31,0
9861,-10,27,0
9862,-13,23,0
9865,-15,18,0
9869,-16,14,0
9849,-16,10,0
9839,-16,5,0
9875,-19,1,0
9880,-25,-2,0
9869,-26,-6,0
9884,-29,-10,0
9860,-29,-13,0
9847,-29,-16,0
9880,-29,-18,0
9876,-29,-20,0
9881,-33,-22,0
9867,-33,-23,0
9835,-33,-25,0
9850,-33,-26,0
9863,-31,-27,0
9881,-33,-28,0
9887,-39,-30,0
9875,-39,-31,0
9886,-39,-32,0
9885,-40,-33,0
9874,-39,-33,0
9880,-40,-34,0
9861,-40,-35,0
9878,-40,-36,0
9866,-39,-36,0
9841,-38,-37,0
9847,-38,-37,0
9841,-38,-37,0
9878,-39,-38,0
9890,-42,-38,0
9865,-39,-39,0
9875,-39,-39,0
9872,-38,-39,0
9865,-36,-39,0
9871,-35,-38,0
9873,-35,-38,0
9874,-35,-38,0
9864,-35,-37,0
9857,-30,-37,0
9832,-29,-36,0
9891,-35,-36,0
9879,-36,-36,0
9877,-37,-36,0
9886,-37,-35,0
9882,-37,-35,0
9876,-38,-35,0
9878,-38,-35,0
9888,-40,-35,0
9893,-41,-35,0
9875,-41,-36,0
9852,-41,-36,0
9858,-41,-37,0
9901,-42,-37,0
9906,-43,-38,0
9913,-46,-39,0
9906,-46,-40,0
9903,-50,-41,0
9901,-52,-42,0
9908,-57,-43,0
9901,-65,-45,0
9906,-65,-47,0
9898,-65,-49,0
9900,-65,-50,0
9872,-65,-52,0
9864,-65,-53,0
9887,-65,-55,0
9911,-65,-57,0
9905,-67,-58,0
9894,-65,-60,0
9905,-65,-61,0
9888,-65,-62,0
9898,-64,-63,0
9900,-64,-64,0
9910,-64,-64,0
9882,-62,-64,0
9870,-62,-64,0
9879,-58,-64,0
9919,-58,-63,0
9913,-62,-63,0
9909,-64,-63,0
9919,-69,-63,0
9911,-69,-63,0
9892,-64,-63,0
9907,-69,-63,0
9910,-71,-64,0
9927,-73,-64,0
9911,-74,-65,0
9911,-74,-66,0
9897,-74,-66,0
9886,-74,-67,0
9926,-75,-68,0
9925,-75,-69,0
9896,-75,-70,0
9907,-74,-71,0
9923,-75,-72,0
9917,-75,-72,0
9917,-75,-73,0
9917,-75,-73,0
9923,-81,-74,0
9906,-81,-75,0
9893,-75,-75,0
9896,-75,-75,0
9921,-81,-76,0
9922,-81,-76,0
9893,-81,-76,0
9908,-81,-77,0
9903,-72,-77,0
9904,-72,-76,0
9891,-72,-76,0
9898,-70,-76,0
9871,-68,-76,0
9832,-67,-75,0
9849,-62,-74,0
9841,-60,-73,0
9829,-57,-71,0
9826,-57,-70,0
9793,-55,-69,0
9786,-35,-66,0
9772,-13,-61,0
9763,-5,-56,0
9766,4,-50,0
9771,7,-45,0
9774,10,-40,0
9741,43,-32,0
9735,50,-24,0
9756,62,-15,0
9783,62,-7,0
9762,64,1,0
9771,65,9,0
9779,65,17,0
9772,65,25,0
9804,65,33,0
9805,65,40,0
9812,65,45,0
9806,64,50,0
9820,62,54,0
9802,57,57,0
9816,53,60,1
9819,34,59,0
9831,32,58,0
9831,31,56,0
9835,30,54,0
9834,24,51,0
9824,20,48,0
9836,17,45,0
9839,16,42,0
9837,12,38,0
9821,12,35,0
9834,5,31,0
9813,5,27,0
9814,5,23,0
9826,5,20,0
9839,5,16,0
9839,2,14,0
9841,2,12,0
9844,1,10,0
9853,0,8,0
9847,-1,7,0
9846,-3,5,0
9837,-3,4,0
9854,-3,2,0
9827,-3,1,0
9839,-3,0,0
9868,-3,0,0
9841,-5,0,0
9844,-5,0,0
9856,-8,-1,0
9832,-8,-2,0
9860,-8,-3,0
9864,-10,-4,0
9857,-11,-4,0
9856,-11,-5,0
9835,-10,-6,0
9816,-8,-6,0
9854,-18,-7,0
9868,-18,-8,0
9856,-20,-9,0
9858,-20,-10,0
9860,-20,-12,0
9852,-20,-13,0
9836,-20,-14,0
9865,-20,-14,0
9865,-21,-15,0
9862,-21,-16,0
9856,-20,-17,0
9831,-20,-17,0
9840,-20,-18,0
9855,-20,-19,0
9858,-20,-19,0
9858,-22,-20,0
9864,-22,-20,0
9853,-22,-20,0
9852,-20,-20,0
9875,-20,-20,0
9869,-22,-20,0
9868,-22,-20,0
9870,-22,-20,0
9877,-22,-21,0
9847,-22,-21,0
9887,-22,-21,0
9885,-28,-21,0
9889,-32,-22,0
9888,-33,-23,0
9888,-34,-24,0
9890,-39,-25,0
9879,-41,-26,0
9901,-43,-28,0
9892,-49,-30,0
9899,-51,-32,0
9866,-51,-34,0
9858,-51,-36,0
9857,-51,-37,0
9885,-51,-39,0
9895,-52,-41,0
9868,-52,-43,0
9890,-52,-45,0
9887,-52,-46,0
9877,-51,-48,0
9904,-51,-49,0
9884,-49,-49,0
9887,-51,-50,0
9877,-49,-50,0
9862,-48,-50,0
9869,-41,-50,0
9883,-47,-49,0
9888,-48,-49,0
9880,-48,-49,0
9875,-47,-49,0
9886,-47,-48,0
9890,-48,-48,0
9894,-48,-48,0
9881,-47,-48,0
9891,-48,-47,0
9892,-48,-47,0
9887,-50,-47,0
9889,-50,-47,0
9884,-50,-47,0
9879,-50,-47,0
9896,-51,-48,0
9876,-51,-48,0
9899,-51,-48,0
9899,-53,-49,0
9909,-54,-49,0
9882,-54,-50,0
9877,-53,-50,0
9851,-51,-50,0
9878,-51,-51,0
9895,-51,-51,0
9889,-51,-51,0
9885,-49,-51,0
9884,-48,-51,0
9900,-49,-51,0
9892,-53,-51,0
9890,-53,-51,0
9899,-54,-51,0
9888,-53,-51,0
9865,-52,-51,0
9872,-49,-51,0
9879,-49,-51,0
9902,-52,-51,0
9891,-53,-51,0
